Domain Code,Domain,Area Code,Area,Item Code (CPC),Item(M49),Flag,Flag Description,Unit,2015,2016,2017,2018,2019,2020,2021,Element,Element Code
TCL,Crops and livestock products,372,Ireland,F1773,Nuts ,A,Official figure ,1000 US$,68289.02,65383.16,66239.21,67207.16,65668.06,65556,66014.82,Import Value,5622
TCL,Crops and livestock products,372,Ireland,F2073,Pigmeat (meat equivalent) ,A,Official figure ,1000 US$,242063.43,233013.51,276193.1,278414.72,253152.33,312199.08,302040.09,Import Value,5622
TCL,Crops and livestock products,372,Ireland,F2074,Poultry Meat ,A,Official figure ,1000 US$,501651.89,497016.68,501483.47,560354.98,520650,439461.56,433775.02,Import Value,5622
TCL,Crops and livestock products,372,Ireland,F1719,Roots and Tubers ,A,Official figure ,1000 US$,131073.7,157305.21,163378.71,184574.94,185652.58,164038.79,141945.08,Import Value,5622
TCL,Crops and livestock products,372,Ireland,F1734,Vegetables ,A,Official figure ,1000 US$,465426.66,488626.38,507627.84,553675.55,538307.42,567862.42,570382.89,Import Value,5622
TCL,Crops and livestock products,380,Italy,F2071,Bovine Meat ,A,Official figure ,1000 US$,728235.07,727526.31,766320.68,797270.8,694788.34,641263.75,852065.01,Export Value,5922
TCL,Crops and livestock products,380,Italy,F1944,Cereals ,A,Official figure ,1000 US$,909236.92,772722.09,850427.39,739049.67,704998.11,817263.82,907308.96,Export Value,5922
TCL,Crops and livestock products,380,Italy,F1887,Dairy Products ,A,Official figure ,1000 US$,2806141.1,2971581.53,3411258.71,3738205.15,3874942.43,3988022.59,4741842.72,Export Value,5922
TCL,Crops and livestock products,380,Italy,F1782,Eggs ,A,Official figure ,1000 US$,72628.55,61941.3,65433.81,84873.1,87671.98,78242.24,86011,Export Value,5922
TCL,Crops and livestock products,380,Italy,F1892,Fodder and Feeding Stuff ,A,Official figure ,1000 US$,995847.4,973521.39,1073054.61,1222141.06,1199407.33,1330924.79,1575289.28,Export Value,5922
TCL,Crops and livestock products,380,Italy,F1802,Fruit ,A,Official figure ,1000 US$,4283745.24,4417663.62,4742237.73,4712722.86,4254191.32,4569395.79,4981762.08,Export Value,5922
TCL,Crops and livestock products,380,Italy,F1773,Nuts ,A,Official figure ,1000 US$,623868.58,626033.08,639601.69,651074.75,610490.95,682672.44,794684.61,Export Value,5922
TCL,Crops and livestock products,380,Italy,F2073,Pigmeat (meat equivalent) ,A,Official figure ,1000 US$,1486570.27,1575124.13,1685848.04,1745046.17,1672452.47,1827913.51,2090059.62,Export Value,5922
TCL,Crops and livestock products,380,Italy,F2074,Poultry Meat ,A,Official figure ,1000 US$,459292.16,462966.84,450938.81,461176.1,461104.91,441838.76,534893.83,Export Value,5922
TCL,Crops and livestock products,380,Italy,F1719,Roots and Tubers ,A,Official figure ,1000 US$,63015.8,96068.83,80403.75,74043.68,93998.64,74399.85,63886.95,Export Value,5922
TCL,Crops and livestock products,380,Italy,F1734,Vegetables ,A,Official figure ,1000 US$,3790365.16,3894846.78,4045707.14,4406150.11,4245937.29,4757316.24,5178644.44,Export Value,5922
TCL,Crops and livestock products,380,Italy,F2071,Bovine Meat ,A,Official figure ,1000 US$,2305142.84,2184877.86,2243722.35,2375632.66,2195806.67,2057027.17,2283027,Import Value,5622
TCL,Crops and livestock products,380,Italy,F1944,Cereals ,A,Official figure ,1000 US$,3150048.53,3028136.12,3194862.39,3368259.53,3406535.25,3578850.13,4068821.67,Import Value,5622
TCL,Crops and livestock products,380,Italy,F1887,Dairy Products ,A,Official figure ,1000 US$,3578202.05,3365902.15,3811488.56,3956237.42,3861902.86,3611100.7,3923322.48,Import Value,5622
TCL,Crops and livestock products,380,Italy,F1782,Eggs ,A,Official figure ,1000 US$,101800.65,71509.79,110863.08,95963.76,93782.76,104334.75,101931.15,Import Value,5622
TCL,Crops and livestock products,380,Italy,F1892,Fodder and Feeding Stuff ,A,Official figure ,1000 US$,2279235.78,2026333.5,2119248.17,2305109.68,2113371.94,2146034.05,2583034.27,Import Value,5622
TCL,Crops and livestock products,380,Italy,F1802,Fruit ,A,Official figure ,1000 US$,2660219.29,2582038.9,2835088.28,3009953.03,2844503.17,3029532.54,3231887.51,Import Value,5622
TCL,Crops and livestock products,380,Italy,F1773,Nuts ,A,Official figure ,1000 US$,1405860.08,1357826,1268351.29,1299939.02,1444592.39,1483182.26,1422785.27,Import Value,5622
TCL,Crops and livestock products,380,Italy,F2073,Pigmeat (meat equivalent) ,A,Official figure ,1000 US$,2200262.82,2145153.01,2372802.84,2299750.09,2466275.75,2262751.43,2235202.08,Import Value,5622
TCL,Crops and livestock products,380,Italy,F2074,Poultry Meat ,A,Official figure ,1000 US$,269095.91,239647.11,266071.1,281032.61,265325.98,213005.46,262335.63,Import Value,5622
TCL,Crops and livestock products,380,Italy,F1719,Roots and Tubers ,A,Official figure ,1000 US$,471712.05,545128.5,557428.62,582346.89,648585.41,534516.7,588074.15,Import Value,5622
TCL,Crops and livestock products,380,Italy,F1734,Vegetables ,A,Official figure ,1000 US$,1747370.33,1717722.44,1847676.21,1871434.38,1967139.87,1923295.69,2263025.74,Import Value,5622
TCL,Crops and livestock products,428,Latvia,F2071,Bovine Meat ,A,Official figure ,1000 US$,30625.14,32245.04,37741.35,41665.76,36208.65,38791,52430.3,Export Value,5922
TCL,Crops and livestock products,428,Latvia,F1944,Cereals ,A,Official figure ,1000 US$,436999.93,442436.28,461986.67,450929.56,599305.99,745481.48,728795.57,Export Value,5922
TCL,Crops and livestock products,428,Latvia,F1887,Dairy Products ,A,Official figure ,1000 US$,182151.75,186496.31,271809.32,268511.27,278944.65,283361.58,335663.18,Export Value,5922
TCL,Crops and livestock products,428,Latvia,F1782,Eggs ,A,Official figure ,1000 US$,27688.13,28723.08,37883.14,37084.09,40875.49,42108.75,45549.53,Export Value,5922
TCL,Crops and livestock products,428,Latvia,F1892,Fodder and Feeding Stuff ,A,Official figure ,1000 US$,82408.91,82929.15,100723.08,106646.16,95339.65,113479.3,130436.46,Export Value,5922
TCL,Crops and livestock products,428,Latvia,F1802,Fruit ,A,Official figure ,1000 US$,97095.76,84286.43,92005.47,109355.75,110387.23,127840.73,137650.35,Export Value,5922
TCL,Crops and livestock products,428,Latvia,F1773,Nuts ,A,Official figure ,1000 US$,6619.47,5614.3,6241.92,7031.28,6609.5,8128.57,11267.51,Export Value,5922
TCL,Crops and livestock products,428,Latvia,F2073,Pigmeat (meat equivalent) ,A,Official figure ,1000 US$,15715.55,18833.85,19749.04,18452.71,21643.22,26633.38,34563.05,Export Value,5922
TCL,Crops and livestock products,428,Latvia,F2074,Poultry Meat ,A,Official figure ,1000 US$,27489.56,32618.08,43373.73,55630.58,51910.48,44435.97,56101.16,Export Value,5922
TCL,Crops and livestock products,428,Latvia,F1719,Roots and Tubers ,A,Official figure ,1000 US$,2861.43,3627.02,5268.57,5719.06,9081.13,8307.55,10055.99,Export Value,5922
TCL,Crops and livestock products,428,Latvia,F1734,Vegetables ,A,Official figure ,1000 US$,42520.69,54691.11,58952.99,66579.84,68110.38,66956.32,88519.35,Export Value,5922
TCL,Crops and livestock products,428,Latvia,F2071,Bovine Meat ,A,Official figure ,1000 US$,19781.74,18852.94,21766.15,25510.13,25678.15,27572.02,31852.54,Import Value,5622
TCL,Crops and livestock products,428,Latvia,F1944,Cereals ,A,Official figure ,1000 US$,72470.43,125571.34,143921.87,241610.83,159880.45,218449.79,239113.39,Import Value,5622
TCL,Crops and livestock products,428,Latvia,F1887,Dairy Products ,A,Official figure ,1000 US$,115920.68,132347,162191.38,172068.1,175441.66,186771.11,219513.14,Import Value,5622
TCL,Crops and livestock products,428,Latvia,F1782,Eggs ,A,Official figure ,1000 US$,12322.43,7181.87,11426.93,13712.48,17657.08,16367.23,20867.43,Import Value,5622
TCL,Crops and livestock products,428,Latvia,F1892,Fodder and Feeding Stuff ,A,Official figure ,1000 US$,147219.03,138960.02,162712.92,181148.26,169720.92,187296.32,228358.12,Import Value,5622
TCL,Crops and livestock products,428,Latvia,F1802,Fruit ,A,Official figure ,1000 US$,181765.2,166234.81,195959.94,207869.87,211043.21,228471.62,252280.41,Import Value,5622
TCL,Crops and livestock products,428,Latvia,F1773,Nuts ,A,Official figure ,1000 US$,25659.5,21655.45,26282.24,26630.68,24940.89,27535.23,33222.62,Import Value,5622
TCL,Crops and livestock products,428,Latvia,F2073,Pigmeat (meat equivalent) ,A,Official figure ,1000 US$,77871.72,88259.21,103959.22,103770.8,101482.07,103916.7,119349.09,Import Value,5622
TCL,Crops and livestock products,428,Latvia,F2074,Poultry Meat ,A,Official figure ,1000 US$,38507.85,52376.28,61930.22,77289.73,77696.4,81009.77,96168.02,Import Value,5622
TCL,Crops and livestock products,428,Latvia,F1719,Roots and Tubers ,A,Official figure ,1000 US$,8297.12,11311.31,14345.13,15486.08,20776.04,18799.15,25123.84,Import Value,5622
TCL,Crops and livestock products,428,Latvia,F1734,Vegetables ,A,Official figure ,1000 US$,111655.35,125853.69,143453.46,155164.25,171345.88,182418.51,196889.61,Import Value,5622
TCL,Crops and livestock products,440,Lithuania,F2071,Bovine Meat ,A,Official figure ,1000 US$,105337.32,102880.78,108518.22,121062.69,124092.89,123777.43,153708.16,Export Value,5922
TCL,Crops and livestock products,440,Lithuania,F1944,Cereals ,A,Official figure ,1000 US$,655945.75,653320.39,690419.87,490863.14,818972.87,1101639.57,962579.72,Export Value,5922
TCL,Crops and livestock products,440,Lithuania,F1887,Dairy Products ,A,Official figure ,1000 US$,418543.44,432539.09,564722.84,559032.23,583772.67,576790.59,686009.25,Export Value,5922
TCL,Crops and livestock products,440,Lithuania,F1782,Eggs ,A,Official figure ,1000 US$,24855.47,20749.7,18807.19,19231.05,24558.68,23438.75,28538.7,Export Value,5922
TCL,Crops and livestock products,440,Lithuania,F1892,Fodder and Feeding Stuff ,A,Official figure ,1000 US$,237373.65,240906.73,267546,303795.87,289028.33,330887.5,339194.22,Export Value,5922
TCL,Crops and livestock products,440,Lithuania,F1802,Fruit ,A,Official figure ,1000 US$,407001.79,238936.3,260910.4,231857.62,224553.98,225328.73,201699.88,Export Value,5922
TCL,Crops and livestock products,440,Lithuania,F1773,Nuts ,A,Official figure ,1000 US$,37642.41,36431.34,35869.43,41182.46,44085.87,52578.53,53854.35,Export Value,5922
TCL,Crops and livestock products,440,Lithuania,F2073,Pigmeat (meat equivalent) ,A,Official figure ,1000 US$,47883.15,33139.88,35984.69,37432.97,41052.55,40624.89,44789.2,Export Value,5922
TCL,Crops and livestock products,440,Lithuania,F2074,Poultry Meat ,A,Official figure ,1000 US$,118740.26,124222.2,138449.06,153974.5,135200,120056.32,121727.37,Export Value,5922
TCL,Crops and livestock products,440,Lithuania,F1719,Roots and Tubers ,A,Official figure ,1000 US$,3320.67,5757.95,7852.25,16757.73,9446.23,6671.93,6844.35,Export Value,5922
TCL,Crops and livestock products,440,Lithuania,F1734,Vegetables ,A,Official figure ,1000 US$,214273.01,153159.15,157195.73,173493.34,166640.92,165806.86,166866.88,Export Value,5922
TCL,Crops and livestock products,440,Lithuania,F2071,Bovine Meat ,A,Official figure ,1000 US$,10545.05,13142.39,17588.87,28141.18,27021.46,29154.52,41727.57,Import Value,5622
TCL,Crops and livestock products,440,Lithuania,F1944,Cereals ,A,Official figure ,1000 US$,52406.12,47575.11,59470.5,93260.97,128460.04,119914.7,98449.12,Import Value,5622
TCL,Crops and livestock products,440,Lithuania,F1887,Dairy Products ,A,Official figure ,1000 US$,190827.25,188241.22,283247.42,308713.45,314301.26,332933.06,402262.22,Import Value,5622
TCL,Crops and livestock products,440,Lithuania,F1782,Eggs ,A,Official figure ,1000 US$,18035.68,14334.23,19911.51,21445.03,22737.23,20465.67,21196.69,Import Value,5622
TCL,Crops and livestock products,440,Lithuania,F1892,Fodder and Feeding Stuff ,A,Official figure ,1000 US$,181521.17,179686.86,205607.59,228925.86,235790.46,232689.74,278034.26,Import Value,5622
TCL,Crops and livestock products,440,Lithuania,F1802,Fruit ,A,Official figure ,1000 US$,615160.25,400377.3,467142.62,440676.77,391894.82,400051.21,413974.25,Import Value,5622
TCL,Crops and livestock products,440,Lithuania,F1773,Nuts ,A,Official figure ,1000 US$,61145.93,56716.46,59100.22,63387.24,67192.94,74112.77,78630.93,Import Value,5622
TCL,Crops and livestock products,440,Lithuania,F2073,Pigmeat (meat equivalent) ,A,Official figure ,1000 US$,145378.12,146931.53,173796.44,178884.21,186965.71,198075.77,209013.11,Import Value,5622
TCL,Crops and livestock products,440,Lithuania,F2074,Poultry Meat ,A,Official figure ,1000 US$,55143.68,60321.65,72996.97,84249.22,93446.58,98755.55,116672.27,Import Value,5622
TCL,Crops and livestock products,440,Lithuania,F1719,Roots and Tubers ,A,Official figure ,1000 US$,8081.47,11800.19,15977.38,23702.05,20385.15,17321.48,21460.36,Import Value,5622
TCL,Crops and livestock products,440,Lithuania,F1734,Vegetables ,A,Official figure ,1000 US$,326136.61,232089.13,276270.42,271876.3,275343.87,270901.48,280786.37,Import Value,5622
TCL,Crops and livestock products,442,Luxembourg,F2071,Bovine Meat ,A,Official figure ,1000 US$,17533.15,18189.71,21108.03,24228.6,21992.26,18307.52,21217.1,Export Value,5922
TCL,Crops and livestock products,442,Luxembourg,F1944,Cereals ,A,Official figure ,1000 US$,19239.34,17038.88,13643.4,22673.36,19002.88,19486.54,18789.52,Export Value,5922
TCL,Crops and livestock products,442,Luxembourg,F1887,Dairy Products ,A,Official figure ,1000 US$,522302.58,370269.58,449484.95,485514.03,425774.18,429591.49,523292.77,Export Value,5922
TCL,Crops and livestock products,442,Luxembourg,F1782,Eggs ,A,Official figure ,1000 US$,455.04,393.37,992.98,2951.03,4165.35,5009.34,5767.33,Export Value,5922
TCL,Crops and livestock products,442,Luxembourg,F1892,Fodder and Feeding Stuff ,A,Official figure ,1000 US$,17055.7,13926.45,14507.08,36721.24,34914.26,39956.57,39122.3,Export Value,5922
TCL,Crops and livestock products,442,Luxembourg,F1802,Fruit ,A,Official figure ,1000 US$,35976.64,25891.46,18660.92,27525.43,36940.12,26515.74,32279.02,Export Value,5922
TCL,Crops and livestock products,442,Luxembourg,F1773,Nuts ,A,Official figure ,1000 US$,197209.6,185058.38,177430.88,170539.72,159363.22,187532.3,161185.82,Export Value,5922
TCL,Crops and livestock products,442,Luxembourg,F2073,Pigmeat (meat equivalent) ,A,Official figure ,1000 US$,12801.26,14260.52,13124.67,13422.32,15011.84,14473.48,14869.87,Export Value,5922
TCL,Crops and livestock products,442,Luxembourg,F2074,Poultry Meat ,A,Official figure ,1000 US$,4047.35,4737.4,5506.2,6028.11,5437.23,8034.2,10020.72,Export Value,5922
TCL,Crops and livestock products,442,Luxembourg,F1719,Roots and Tubers ,A,Official figure ,1000 US$,2695.4,3013.81,4297.21,4784.65,6856.34,5768.24,4460.32,Export Value,5922
TCL,Crops and livestock products,442,Luxembourg,F1734,Vegetables ,A,Official figure ,1000 US$,10161.14,13008.21,12412.64,18112.58,20420.93,16467.88,18229.7,Export Value,5922
TCL,Crops and livestock products,442,Luxembourg,F2071,Bovine Meat ,A,Official figure ,1000 US$,66212.91,69164.2,71321.27,82251.2,75250.55,70199.86,82906.55,Import Value,5622
TCL,Crops and livestock products,442,Luxembourg,F1944,Cereals ,A,Official figure ,1000 US$,48129.57,44462.58,43615.59,52360.07,51786.04,58746.36,66220.43,Import Value,5622
TCL,Crops and livestock products,442,Luxembourg,F1887,Dairy Products ,A,Official figure ,1000 US$,405006.46,332038.77,364672.76,392302.48,350391.4,355545.33,423593.39,Import Value,5622
TCL,Crops and livestock products,442,Luxembourg,F1782,Eggs ,A,Official figure ,1000 US$,10432.23,10173.72,11289.42,13896.13,14025.76,15320.99,15464.85,Import Value,5622
TCL,Crops and livestock products,442,Luxembourg,F1892,Fodder and Feeding Stuff ,A,Official figure ,1000 US$,75523.61,70037.21,74144.65,91309.58,94770.93,126705.19,131478.59,Import Value,5622
TCL,Crops and livestock products,442,Luxembourg,F1802,Fruit ,A,Official figure ,1000 US$,252782.11,219169.07,204458.63,226469.53,213815.98,241279.11,232504.4,Import Value,5622
TCL,Crops and livestock products,442,Luxembourg,F1773,Nuts ,A,Official figure ,1000 US$,64528.98,78340.76,81069.39,78567.05,74477.54,86610.69,74828.63,Import Value,5622
TCL,Crops and livestock products,442,Luxembourg,F2073,Pigmeat (meat equivalent) ,A,Official figure ,1000 US$,52840.11,54709.72,54961.13,62640.54,61389.57,69247.08,68538.55,Import Value,5622
TCL,Crops and livestock products,442,Luxembourg,F2074,Poultry Meat ,A,Official figure ,1000 US$,55056.5,59562.22,62365.06,70254.85,67878.41,71440.5,77567.84,Import Value,5622
TCL,Crops and livestock products,442,Luxembourg,F1719,Roots and Tubers ,A,Official figure ,1000 US$,14669.12,17012.16,16547.05,17906.37,20635.01,17944.36,18030.88,Import Value,5622
TCL,Crops and livestock products,442,Luxembourg,F1734,Vegetables ,A,Official figure ,1000 US$,109730.22,121848.65,128548.03,144048.69,142957.3,151537.12,161346.5,Import Value,5622
TCL,Crops and livestock products,470,Malta,F2071,Bovine Meat ,A,Official figure ,1000 US$,77.3,105.97,22.75,52.55,29.83,9.07,40.1,Export Value,5922
TCL,Crops and livestock products,470,Malta,F1944,Cereals ,A,Official figure ,1000 US$,266.19,3915.76,3199.6,1269.75,756.8,3.61,2.22,Export Value,5922
TCL,Crops and livestock products,470,Malta,F1887,Dairy Products ,A,Official figure ,1000 US$,455.06,770.57,3032.87,3188.94,76.93,891.1,1114.41,Export Value,5922
TCL,Crops and livestock products,470,Malta,F1782,Eggs ,,,,,,,,,0.11,,Export Value,5922
TCL,Crops and livestock products,470,Malta,F1892,Fodder and Feeding Stuff ,A,Official figure ,1000 US$,889.41,577.16,323.25,348.7,281.37,453.66,525.06,Export Value,5922
TCL,Crops and livestock products,470,Malta,F1802,Fruit ,A,Official figure ,1000 US$,325.91,148.31,62.6,120.46,197.76,136.81,58.19,Export Value,5922
TCL,Crops and livestock products,470,Malta,F1773,Nuts ,,,,,29.38,35.58,16.48,13.15,6.79,21.06,Export Value,5922
TCL,Crops and livestock products,470,Malta,F2073,Pigmeat (meat equivalent) ,A,Official figure ,1000 US$,0.92,0.31,2.52,133.57,0.71,0.21,0.22,Export Value,5922
TCL,Crops and livestock products,470,Malta,F2074,Poultry Meat ,A,Official figure ,1000 US$,0.6,0.92,10.06,26.88,3.16,2.3,4.42,Export Value,5922
TCL,Crops and livestock products,470,Malta,F1719,Roots and Tubers ,A,Official figure ,1000 US$,1119.01,752.77,1362.48,1350.75,863.32,647.1,865.78,Export Value,5922
TCL,Crops and livestock products,470,Malta,F1734,Vegetables ,A,Official figure ,1000 US$,160.54,360.84,8.53,88.06,19.94,144.94,58.89,Export Value,5922
TCL,Crops and livestock products,470,Malta,F2071,Bovine Meat ,A,Official figure ,1000 US$,33546.79,34915.18,38438.72,42432.78,40609.15,35311.01,40499.57,Import Value,5622
TCL,Crops and livestock products,470,Malta,F1944,Cereals ,A,Official figure ,1000 US$,30293.01,20684,26303.71,23138.61,21302.79,24184.04,28852.5,Import Value,5622
TCL,Crops and livestock products,470,Malta,F1887,Dairy Products ,A,Official figure ,1000 US$,42743.44,42911.3,49091.11,53671.55,50084.5,48923.32,51244.89,Import Value,5622
TCL,Crops and livestock products,470,Malta,F1782,Eggs ,A,Official figure ,1000 US$,1119.08,1142.14,1488.81,2057.7,1650.47,1340.91,1853.41,Import Value,5622
TCL,Crops and livestock products,470,Malta,F1892,Fodder and Feeding Stuff ,A,Official figure ,1000 US$,38045.26,34230.79,37281.56,36463.59,35276.4,39563.67,44772.01,Import Value,5622
TCL,Crops and livestock products,470,Malta,F1802,Fruit ,A,Official figure ,1000 US$,33642.84,38179.78,40745.82,40211.46,40910.78,39427.05,49085.63,Import Value,5622
TCL,Crops and livestock products,470,Malta,F1773,Nuts ,A,Official figure ,1000 US$,8141.31,8232.95,8593.34,8176.29,8514.24,7292.03,8599.28,Import Value,5622
TCL,Crops and livestock products,470,Malta,F2073,Pigmeat (meat equivalent) ,A,Official figure ,1000 US$,18591.86,18170.5,21473.92,21748.23,21775.8,22189.42,23598.25,Import Value,5622
TCL,Crops and livestock products,470,Malta,F2074,Poultry Meat ,A,Official figure ,1000 US$,27852.69,27659.65,28967.35,31156.01,29976.79,27639.52,30447.17,Import Value,5622
TCL,Crops and livestock products,470,Malta,F1719,Roots and Tubers ,A,Official figure ,1000 US$,10223.74,10532.35,11550.54,10476.26,12467.16,9476.53,9825.28,Import Value,5622
TCL,Crops and livestock products,470,Malta,F1734,Vegetables ,A,Official figure ,1000 US$,30229.27,30387.01,34955.6,36301.46,37442.26,33159.89,38904.11,Import Value,5622
TCL,Crops and livestock products,528,Netherlands,F2071,Bovine Meat ,A,Official figure ,1000 US$,2758178.35,2995163.64,3483132.33,3669747.92,3438177.5,3133791.12,3667453.34,Export Value,5922
TCL,Crops and livestock products,528,Netherlands,F1944,Cereals ,A,Official figure ,1000 US$,487916.76,455845.33,598581.41,753161.43,738909.11,706178.47,671177.61,Export Value,5922
TCL,Crops and livestock products,528,Netherlands,F1887,Dairy Products ,A,Official figure ,1000 US$,6379093.68,6690775.81,8790980.37,8779276.74,8406272.74,8343810.45,9162549.39,Export Value,5922
TCL,Crops and livestock products,528,Netherlands,F1782,Eggs ,A,Official figure ,1000 US$,816905.21,816452,1046736.98,1182796.11,1061098.28,1096381.44,1256001.6,Export Value,5922
TCL,Crops and livestock products,528,Netherlands,F1892,Fodder and Feeding Stuff ,A,Official figure ,1000 US$,4738104.3,4329509.6,5063577.52,5592243.24,5413174.28,5878568.15,6573216.04,Export Value,5922
TCL,Crops and livestock products,528,Netherlands,F1802,Fruit ,A,Official figure ,1000 US$,6085465.23,6792445.46,8425433.34,9285291,8733293.2,9665739.87,10200588.32,Export Value,5922
TCL,Crops and livestock products,528,Netherlands,F1773,Nuts ,A,Official figure ,1000 US$,949279.23,1089867.88,1411351.54,1436743.61,1380153.66,1439191.06,1492441.34,Export Value,5922
TCL,Crops and livestock products,528,Netherlands,F2073,Pigmeat (meat equivalent) ,A,Official figure ,1000 US$,2237496.53,2320834.71,2684991.04,2695447.56,3249346.63,3530727.73,3604540.8,Export Value,5922
TCL,Crops and livestock products,528,Netherlands,F2074,Poultry Meat ,A,Official figure ,1000 US$,2717373.51,2790527.27,3139596.48,3388718.18,3282695.25,3140727.88,3579623.24,Export Value,5922
TCL,Crops and livestock products,528,Netherlands,F1719,Roots and Tubers ,A,Official figure ,1000 US$,2147413.8,2465160.91,2831364.05,2961572.04,3150004.82,2688034.54,2991400.98,Export Value,5922
TCL,Crops and livestock products,528,Netherlands,F1734,Vegetables ,A,Official figure ,1000 US$,6680848.3,7130831.21,8617111.39,9178833.28,9325342.57,9720763.32,10382705.03,Export Value,5922
TCL,Crops and livestock products,528,Netherlands,F2071,Bovine Meat ,A,Official figure ,1000 US$,1932421.11,1898953.57,2294826.81,2397417.87,2252137.9,2010248.26,2265894.93,Import Value,5622
TCL,Crops and livestock products,528,Netherlands,F1944,Cereals ,A,Official figure ,1000 US$,2575320.53,2320450.76,2983133.4,3386209.43,3359008.35,3284052.49,4126496.57,Import Value,5622
TCL,Crops and livestock products,528,Netherlands,F1887,Dairy Products ,A,Official figure ,1000 US$,2777744.3,2844481.97,3995641.97,4347386.96,4096097.1,4039769.41,4628350.07,Import Value,5622
TCL,Crops and livestock products,528,Netherlands,F1782,Eggs ,A,Official figure ,1000 US$,284493.1,271152.35,407918.19,439769.56,444545.37,460903.96,456521.97,Import Value,5622
TCL,Crops and livestock products,528,Netherlands,F1892,Fodder and Feeding Stuff ,A,Official figure ,1000 US$,3421895.16,3005656.59,3492724.51,3804443.04,3495672.37,3769190.43,4343454.05,Import Value,5622
TCL,Crops and livestock products,528,Netherlands,F1802,Fruit ,A,Official figure ,1000 US$,6914037.31,7191593.78,8385614.85,9325960.52,8877710.45,9534671.61,10016003.13,Import Value,5622
TCL,Crops and livestock products,528,Netherlands,F1773,Nuts ,A,Official figure ,1000 US$,1561319.44,1518081.23,1868179.77,1789457.94,1728700.61,1879398.42,1850843.72,Import Value,5622
TCL,Crops and livestock products,528,Netherlands,F2073,Pigmeat (meat equivalent) ,A,Official figure ,1000 US$,510765.68,568793,937241.53,838627.49,919975.77,1033019.27,1016153.29,Import Value,5622
TCL,Crops and livestock products,528,Netherlands,F2074,Poultry Meat ,A,Official figure ,1000 US$,1307966.17,1276251.35,1608243.96,1700922.97,1607551.67,1538557.41,1860817.69,Import Value,5622
TCL,Crops and livestock products,528,Netherlands,F1719,Roots and Tubers ,A,Official figure ,1000 US$,551127.09,604668.82,781924.02,879049.41,974180.74,856992.57,920599.32,Import Value,5622
TCL,Crops and livestock products,528,Netherlands,F1734,Vegetables ,A,Official figure ,1000 US$,2460276.55,2798631.06,3656766.05,3678930.02,4037570.67,4335704.01,4706419.7,Import Value,5622
TCL,Crops and livestock products,616,Poland,F2071,Bovine Meat ,A,Official figure ,1000 US$,1710562.25,1705521.09,2093826.53,2277490.82,2093100.74,2180745.08,2541203.33,Export Value,5922
TCL,Crops and livestock products,616,Poland,F1944,Cereals ,A,Official figure ,1000 US$,1287301.43,1208566.97,996850.46,960412.85,912004.41,1948537.17,2258293.2,Export Value,5922
TCL,Crops and livestock products,616,Poland,F1887,Dairy Products ,A,Official figure ,1000 US$,1700263.14,1622155.6,2293715.21,2438523.36,2302161.26,2346389.97,2735533.73,Export Value,5922
TCL,Crops and livestock products,616,Poland,F1782,Eggs ,A,Official figure ,1000 US$,319480.2,283685.07,458937.95,365651.02,375791.41,350362.5,329546.5,Export Value,5922
TCL,Crops and livestock products,616,Poland,F1892,Fodder and Feeding Stuff ,A,Official figure ,1000 US$,820209.01,830749.24,1197416.47,1498054.22,1610170.24,1996316.5,2451193.57,Export Value,5922
TCL,Crops and livestock products,616,Poland,F1802,Fruit ,A,Official figure ,1000 US$,1761377.06,1893094.66,1998082.74,2153837.56,2019537.62,2118464.08,2620289.15,Export Value,5922
TCL,Crops and livestock products,616,Poland,F1773,Nuts ,A,Official figure ,1000 US$,87344.76,101021.85,112292.31,124238.8,120717.73,124065.11,122322.97,Export Value,5922
TCL,Crops and livestock products,616,Poland,F2073,Pigmeat (meat equivalent) ,A,Official figure ,1000 US$,885546.65,965000.05,1208657.77,1136574.96,1022899.77,972738.87,892164.76,Export Value,5922
TCL,Crops and livestock products,616,Poland,F2074,Poultry Meat ,A,Official figure ,1000 US$,1970087.83,2140875.94,2506435.98,3085081.59,3194361.39,3016247.06,3690807.07,Export Value,5922
TCL,Crops and livestock products,616,Poland,F1719,Roots and Tubers ,A,Official figure ,1000 US$,140132.46,157757.93,187990.93,205980.5,215854.58,181983.86,236408.89,Export Value,5922
TCL,Crops and livestock products,616,Poland,F1734,Vegetables ,A,Official figure ,1000 US$,1366740.78,1417613.93,1546793.21,1751540.5,1764705.28,1783614.5,1976652.6,Export Value,5922
TCL,Crops and livestock products,616,Poland,F2071,Bovine Meat ,A,Official figure ,1000 US$,114257.88,130459.36,132603.5,139779.97,147820.6,166738.56,185064.18,Import Value,5622
TCL,Crops and livestock products,616,Poland,F1944,Cereals ,A,Official figure ,1000 US$,362466.03,409615.55,473876.8,463433.82,451003.16,556614.11,563000.52,Import Value,5622
TCL,Crops and livestock products,616,Poland,F1887,Dairy Products ,A,Official figure ,1000 US$,776976.76,857078.69,985610.25,1004431.91,1015484.79,1026899.29,1254922.72,Import Value,5622
TCL,Crops and livestock products,616,Poland,F1782,Eggs ,A,Official figure ,1000 US$,52341.7,54073.8,55434.3,60221.58,52597.82,58760.85,87294.08,Import Value,5622
TCL,Crops and livestock products,616,Poland,F1892,Fodder and Feeding Stuff ,A,Official figure ,1000 US$,1626845.54,1536383.73,1854848.77,2199672.44,2200257.15,2576873.12,3103709.83,Import Value,5622
